scenario,result,mptcp_scheduler,source_file,scope,priority,expected_flows,active_flows,delay_active_flows,rx_packets,delay_rx_packets,throughput_mbps,delay_ms_mean,delay_ms_p50,delay_ms_p95,delay_ms_p99,delay_ms_p999,delay_ms_max,peak_delay_ms_mean,peak_delay_ms_p50,peak_delay_ms_p95,peak_delay_ms_p99,peak_delay_ms_p999,peak_delay_ms_max,jitter_ms_mean,jitter_ms_p50,jitter_ms_p95,jitter_ms_p99,jitter_ms_p999,jitter_ms_max,nr_share_pct,wifi_share_pct
p3-sub-peak-2,nrleak,nrleak,myscripts/pamptcp/flow-priority-30/p3-sub-peak-2/nrleak-stream1-10s.json,overall,overall,30,30,28,180,168,304.77,1.224374,0.627774,5.74227,6.221532,6.223184,6.223184,89.649781,88.017847,95.519977,96.706929,96.973993,97.003667,0.07808,0.003,0.49008,1.265644,1.635507,1.694209,20.568023,79.431977
p3-sub-peak-2,nrleak,nrleak,myscripts/pamptcp/flow-priority-30/p3-sub-peak-2/nrleak-stream1-10s.json,priority,1,6,6,6,36,36,0.216,1.065123,0.584112,3.470651,3.470651,3.470651,3.470651,0.0,0.0,0.0,0.0,0.0,0.0,0.003022,0.003,0.006186,0.007109,0.007392,0.007423,16.666667,83.333333
p3-sub-peak-2,nrleak,nrleak,myscripts/pamptcp/flow-priority-30/p3-sub-peak-2/nrleak-stream1-10s.json,priority,2,11,11,11,66,66,1.386,0.624745,0.625131,0.628584,0.628891,0.628968,0.628977,0.0,0.0,0.0,0.0,0.0,0.0,0.003765,0.003,0.007637,0.008494,0.008558,0.008565,0.0,100.0
p3-sub-peak-2,nrleak,nrleak,myscripts/pamptcp/flow-priority-30/p3-sub-peak-2/nrleak-stream1-10s.json,priority,3,13,13,11,78,66,303.168,1.910867,0.694855,5.76571,6.223184,6.223184,6.223184,89.649781,88.017847,95.519977,96.706929,96.973993,97.003667,0.193337,0.003,1.245713,1.466159,1.671404,1.694209,20.664741,79.335259
